,Review,Rating
10297,"great hotel california grill joke, just returned magical stay marriott village ile france excellent, evening booked table california grill disneyland hotel 8th weddding anniversary, place upscale interior decoration exception circular soulless salon left open kitchens, ordered twice 49 euro menu poor quality, prime rib worst eaten hard like rock, bÄarnaise sauce served mignature glass quite disgusting, wife went sea bream black thai rice completely dry tasteless, asked portion pommes purÄe not available, 4 year old son wanted mayonnaise carbonised burger, not available.the hectic over- nervous waiter section forgot drink orders brought wrong desserts unfriendly somewhat rude, girl clearing tables fingers glasses bar service, occasions hear chef scream like mad kitchen doors opened, added general atmosphere place, people disney hire restaurant sorted,  ",1
2865,"n't guys, alot better, just ok.we went 15 people toronto.we ages ranging 22 50. think satisfied group.the food just like resort sucked, no matter dont think going good, beach wasnt nice remeber alot nicer went puntacana 5 years ago, rooms different look good teh maintenace sucks, alot trouble flooding beds extremely unconfertable, think tyme slept good popped gravol passed drunk.the scenery neat did n't pay away park, wanted party like majoruity just wasnt happeneing, lobby quiet nite picks bit barely, 24hr bar lobby 24hr snack bar doesnt opne 12:30 nite, 11 p.m ealier till 12:30 left burnt popcorn, heard breakfast ok, close doors minute late refuse let crazy.there 2 pools lobby beach, beach popular just ok. lobby hardly used just ok. nothing special, swim bar nice dominican, beaches ok dominican else.if want scenerry like walking thean come, lobby 10 min train ride beach train service crap, fun trying on.will no, recommend resort firends no, recommend dominican hell yea, awesome country party just trry different resort dominican just definately not bavaro princess thats all.have fun trip, chose remember said painted picture right,  ",3
7676,"books wine location perfect hotel, library nyc, try stay library travel nyc, long continue offer special rates, library makes feel like private club, lemonade cookies arrive wine cheese venture evening croissant coffee reading paper start day better, rooms small makes cozy comfortable beds comfortable, location convenient hotels stayed nyc parking garage corner easy easy discount stamp hotel, implied beginning pricey pay normally offer special dates special rates year enjoy gift year, yeah,  ",5
12567,"good food good time bring plastic mug cooler sun screen place great check,  ",5
13837,"fantastic time beautiful weather gourgeous beach, just got form lti fri. apr, 20th 2007we wonderful time people wrote negative reports gone, not lti, check quick no problems, couple asked stay building, bdlg, 5. unfortunately 1 rm, avail bdlg 5. bldg 2 nice great pillows brand new, day checked opened bdlg, 5. check captain tried afternoon yesterday notify therwas upgrade rm, avail, beach not reached, showed avail rm, adlt, 150.00 upgraded superior rm, beach, bigger rm, seating area pull sofa table 2 chairs, beautiful balcony, great sunrise sunset's.this rm, definately worth, tipped maid 2.00 day, food good pasta station stir fry station just want bowl mix cook, breakfast station eggs omelets want, plenty fresh fruits vegs, good choice salads, problem food, good, bucaneer bar outside bdlg, 5 grill hamburg hot dogs french fries, evening meal bucaneer grill good choice steak roast beef chicken smoked pork chops ribs good, alot choose from.about 1 pm everyday bbq 1/2 chickens best, drinks plentiful presidente beer good cold, husbands good especially 90 degree heat, suggest bring thermal mugs work drinks cold longer, plenty resort nice pool kept clean.grounds kept clean beach kept clean free seaweed, beach truly beautiful.we used catamarans 3 times week ocean kayaks banana boat rides, lots snorkle got evening entertainment balcony enjoying sounds waves rolling enjoying friends company, beach day sun lucky stay till 9:30pm, did 1 tour tropical storm day trip catamaran great time snorkled swam sharks rays lg, water slide lunch natural pool truly beautiful place.as sailed beautiful resorts, lti small resort 500 rms, perfect size return, check took 3 mins, help gracious not accommodating.. timeshare people did not bother polite no left alone.hope helps decide worry.here pics,  ",5
17177,"march break 2 families great place, n't agree reviewers loved place, definitely rates resort destinations visited past 20 years, wo n't repeat content seen just happy right choice traveling couple family did 4 adults 3 10 year-old girls teenage boy tour operators offer varied service packages end using little huge sprawling complex need, requested received families extra la carte issues reprogramming room e-locks in-room safes, politely firmly expressed disapointment lack transparency desk knew problem access rooms staff extremely professional polite caring, need problem issue resolved quickly guest services addition desk, plenty room boundless activity beautiful d.r, markedly commercial holguin cuba area mexico spain example, restaurants amazing service best class, no worries food yes salads fruits.a tips sun hot saw lots red patches skin walking 2nd day use sunscreen liberally, note people interesting temporary painted-on tatoo tent 15 usd near diamond pool suggest wait tanned days trip ca n't use sunscreen tatoo sailing included note reservations got early, next-day booking list lots people n't hang minutes hour ask, relatively slow catamarans n't point upwind sailed let sailors ask lesson.also pay 5 insurance better paying 50 broken turnbuckle.market pueblo principe nice respite resort parcel complex, vendors extremely negotiable fortunately buddy wife master negotiator learned lot stuck guns, kids fun buying trinkets good deal, 30 min, walk beach tiendas fun hotel complexes way feel good choice, bugs mosquitoes tropical climate word wise like perfume hint, carried kid formula worked extremely wore no aftershave perfume snorkeling banana boat ride scuttled ship alstrom preferably lower wind conditions friends kids enjoyed place felt safe great time.enjoy,  ",4
7027,"6/1/06 6/7/06 great time n't, ok think important know person coming giving review, mind following helps define uswe couple 30, child value romantic getaways adults traveled lot stayed following countries mexico tahiti bora bora spain canada barbados martinique st. maarten bahamas, consider working middle class live means budget wisely save travel love chose resortwe considered going riviera maya year hurricane decided planned trip try different all-inclusive read great things punta cana, chose secrets adults beautiful beach variety restaurants resort, overall feeling trip great time thought location beautiful not stay again.the resort laid nicely, spread not walk ton, lobby nice, lots water features, lots nature beauty, hotel large grounds trails bridges gardens water features, nice time walking taking pictures.our room originally booked regular room arrived took look offered upgrade excellence suite ocean view, looked regular room looked excellence room agreed pay extra 100 night upgrade, no way turn considering original room view construction run garden area, excellence room great, corner room balcony wrapped 2 sides, right pool unobstructed gorgeous view ocean, really know make irresistable turn, room larger brighter cheerier, tub separates bedroom vanity area rooms nice, bathrobes slippers bottle champagne fruit tray, night turn service maid filled tub bubbles bougainvilia petals candles lit tub, mini fridge waste, cold make refreshing drink chilling things ice bucket, bed doom ok really damper vacation, like firm beds, bad backs appreciate bed n't sink causing line bed torturous, like sleeping marble floor, rock hard firm mattress slats wood, woke morning stiff called talked bed told nothing, decided try sleep outside pool beds, problem cover night pool floaties lounge cushions, started getting really early 6am going took palapa beds getting rest hours morning, bed normal room truly excellent.the pool enjoyed pool, long not long large resorts palace resorts, water temp warm refreshing aweful heat, did nice nooks crannies privacy shaded areas, really enjoyed pool palapa beds, great able lie day shade enjoy reading book stretching, people hog floaties say think acceptable stow away hotel floatie loiunge chair day use consisting total 15 minutes day selfishness.when used left pool use, did shortage anyone.the beach best resort, loved loved loved beach, apart south pacific islands place walk beach ones, huge beach wide sand bank resort ocean, seriously burn feet try ocean flip flops, red flag day change, tide strong, not, awesome, boogie boarded just day, stinky thing let check boards hour time surplus available, great time doing long walk boogie board hut, thing disappointed recommend n't told no idea right beach walk come shore reefs plenty great snorkeling, hotel flippers masks check saw did n't know actually reefs went resort, wish known, bars/drinksthis resort so-so, really depended bar went mixing, consistent drinks mixed main lobby bar bordeoux restaurant night, no refrigeration drinks water bottles presidente beer bottles, sodas not refrigerated watered mixing ice, fared ok. did love dirty monkeys no matter got them.the restaurantswe tried dominican, reasons n't, not cabrito goat meat dominican popular dish probably good.that restaurant mexican el patio shared building, enjoyed mexican resaurant service, 3 man mariachi group sang played lighting/ambiance lovely there.one room houses 3 restaurants, main buffet serves daily breakfast lunch turns italian japanese night, loved japanese himitsu, thought food good, great spring rolls sushi.the italian average, 2 ocean reastaurants open air palapas did n't enjoy, beef par quality, shocked not seafood options crab legs lobster considering ocean actually saw large crab beach day, saw lobster offered french restaurant served lobster bisque seafood consume remnants days seafood fare.we enjoyed french restaurant servers best desserts.for say resort lacking food department, great actual sea grill, actual grill walk grilled seafood sausage hamburgers, seen ocean/pool inclusives, important reserved romatic dinner open air oceana restaurant evening, seated patio view ocean, 4 couples doing thing evening, seated 6:30 pm 15 minutes biting midges attacking, ofcourse did n't know time, thought mosquitos getting, needless say 5 couples gulp little food brought point leave asap, week ago suffering demonic bug bites, concerned yesterday new bumps popping itch like poisoned hell, spanish called gegenes heh-heh-nes english know no ums sand flies, basically midget mosquito gnats actually infect microfilareia small larva worms, remedy apply pruitic cream antihistamine relief, real biting midge.now mind taken bug repellant night time beach parties horseback riding laying pool bitten did n't feel like needed apply chemical, situation happened night left patio pool restaurant, wearing repellant sure n't gotten, husband just bites, legs arms neck ears covered aweful pustules, 6 days night, ughhh, learned fly swarms stay close nest, probably nest bushes patio, spawe couples massage midnight beach night, lovely candlelight, relaxing.excursionswe did free horseback riding morning, fun, horse kept trying bite husband, lot laughs, extremely sore day just reminded laughs, day did carribean festival taking horrible hour 20 minute ride open air jalopy bavaro beach getting fun double deck boat took lacking snorkeling site fenced tank ocean hold 2 nurse sharks 2 manta rays, got swim run hand 15 foot long nurse shark, exhilirating, did feel sad creatures stuck fenced tank probably measured 35 ft x 35 ft. 3 tanks.the party boat great time way staff/dancers, mini carnival really crowd participate fun, excellent dancers entertainers, make hour 20 minute ride secrets sucked.the staffi majority staff not dominican republic, far away island, live commune street resort, work long hours work 11 days row 3 days, people serving breakfast working morning 8pm serving dinner working, trained look eye no matter encounter greet, appreciated reminded sad american culture considering people look away act like n't walking past, staff trained ask say excellent, trained respond pleasure no matter say ask, tipped lot began feel lot embarrassed uncomfortable, left went hostess really went way great 20 left, told really appreciated service hard work embarrassed accept money stated job.i feeling tipping going leave impression money disposable, tipped felt like did n't know people getting paid getting jipped taken advantage wanted help let know worth think, presumptuous, americans pompously naive sometimes.ok social commentary great time, n't like experience different areas cultures resorts, revisit exceptional did n't think resort, negatives upkeep property lacking far building maintenance cleanliness elevators upkeep older rooms.- bed- quality food heavy oppressive humid heat- biting midges- government lack using funds properly develop better roads, know receiving ton grand developers redefining coastline people lacking land wastelandthe positives awesome beach coastline- layout rooms- friendliness staff- animals wandering beautiful peacock lobby day privacy no kids secluded location- helicopter ride airport awesome, coastline worth vacationing great visit new place worth visit beach coastline not infiltrated hotel hotel hotel,  ",4
2900,"bavaro princess expect just got dr staying june 15 22nd bavaro princess, 66 people traveled western pa sara jeremy wedding..our issue punta cana airport closed plane flat tire not landed airport traveling 1 hour 40 minites bus resort, anxious arrive early start plane ride bus ride, arriving check went pretty good, greeted waitress beverages, rooms ready not, building 7 room 702 stay away room, musty 2 air freshners brought air conditioning noisy phone worked, bring bug spray, spray bed girl bites legs mess, n't walk grass, building 7 near ocean busy pool, went small pool near lobby, ocean beautiful beaches great, prepared topless women beach pool- especially kids, service pool better bartender slow, booked 2 restaurants refrain having book time restaurants 1/2, booked elpescador did not like, shrimp ccktail shreeded 1000 island dressing, surf turf disappointing grilled lobster, went el gaucho great argentina steak wonderful, meals buffet near ocean hot dog hamburger french fry hut french fries really good nothing available, best trip wedding beach sara jeremy, congrats, wonderful day ceremony did great job party, mug drink drinks stay colder bartenders buck 2, group got sick not sure stomach bathroom issues, drink plenty water agua resort huge trams run pretty regular nice walk not far, hot 2 evenings rain did n't long, did not book trips friends booked outback safari said great speed boat trip good, booze cruise said good, enjoy ocean beautiful beaches wo n't wrong, great time,  ",2
19293,"great hotel staff spent 3 nights movenpick amsterdam hotel mid-october, previous reviews hotel spot on.if arrive central station plan walk hotel exit water cross road turn right, hotel leisurely 10-15 minute walk water, plan taking 25 tram exit station turn left, tram 25 departs end station, easier disembark tram second stop going past hotel did not need cross road walk ramp, hotel runs shuttle service station thirty minutes hour half hour dropping loading area station, request does not operate no coming hotel able catch ride hotel waiting shuttle day, definitely use shuttle station alternative walking tram, tram tickets good hours.the staff hotel superb, friendly willing assist questions adequate number people lobby, arrived early 8:00am knew room not ready, cordial desk clerk gave keys fitness center shower change clothes check luggage prior heading city.stopped 3:00 pm room ready 17th floor, room overlooked city harbor, marvelous view boats coming going cruise ships docking lights city, enjoyed bottle wine great dutch cheese crackers room evening just view, mentioned rooms basic comfortable, room safe refrig tea coffee packets provided, nice size modern bathroom tub/shower, trying figure crazy half glass shower wall time used shower bathroom floor ended wet, use upgrade locker room quality towels, bed comfortable surprised no mattress pads, duvets o.k, heat/ac easily controlled wall thermostat, tv stations dutch english speaking stations, lobby free computers internet connections printer not want haul laptop, spent time visiting sites amsterdam day trip harlem great/charming city walking canals, want great dining experience staff make reservation restaurant, located walking distance hotel started jamie oliver naked chef late 2004. fun environment great food wine pleasant young staff, overall highly recommend movenpick looking nice hotel close city central great staff,  ",5
6418,"nice stay benjamin just returned night stay benjamin 279 thought nice hotel, room smaller size no smaller standard room w. service excellent desk concierge room service turn great, pillow menu nice touch, overall price location n't think disappointed staying,  ",4
11228,"sunlovers paradise boyfriend arrived early july 2006. swift trip airport amazed given number people, hotel reception desk staff manned not kept waiting, boyfriend speak spanish does help, spanish speaking country complain holiday, dont like dont, key good holiday polite tiimes treated respect return, saddend rude people encountered not staff.the food varied speciality restaurants good book early holiday, bar staff kept waiting long drink william beach friendly guy, dont bother special lobster restaurant advertised boat trip total rip food average.rooms clean large tired needs revamphorse riding trip poorly run horses legs not suffer like uk, beaches beautiful clean, overal good holiday sun worishipper ideal, like country little place not, hope helps,  ",3
972,"small touches make hotel speacial cartright hotel small little touches set apart hotels, happy hour complimentary wine freshly baked cookies afternoon free free tea coffee 24 hours not mention good breakfast provide complimentary yummy waffle machine sweet tooth, hotel definitely worth staying, rooms small cosy beds comfortable, room stayed great walk robe fantastic lot luggage, bathroom tiny really spend small time day, hotel hidden treasure,  ",5
17902,"nice hotel nice hotel, free internet access wake calls breakfast optional, english speaking receptionist, leave key reception leave day, good map directions avaliable, no safe rooms clean rooms bathrooms,  ",4
3231,"great time time family club single great timethe rooms nice acutually better expected reviews, ovandio second closest pool right mini club convenient, rooms split 2 day beds 1 parts king other.the thing thought improved space clothes, big closet safe plenty room hang things cubbies no drawers, chest built closet better.the food good not great adequate choices, think expecting disappointed club med know coming, breads pastries die for.i liked inclusive drinks definitley good drink served, just ask specific brand liquor, bartenders nice, activities fair, speak french disadvantage english speaking people, alot people france canada parts europe nice diversity hard converse.pool great kids needs resurfaced alot kids getting cuts feet.mini club fun son times bit overcrowded, goodi definitlely return weather fantastic beach great relaxing vacation,  ",4
1542,"loved huntington, we__Ç_ée come huntington initial stay months ago like homecoming__Çî_âveryone knows, truly diamond hotel old world style gracious rooms ultimate location integrity well-seasoned staff.this hotel excells hotels falter restaurant department, tell clients local inhabitants__Çî__hey know good place eat, restaurant fare flexible best hamburgers want order favorite lamb stew, weren__Ç_é_ wonderful pianist nights believe 10 years loyal following, course formal dining room treat, highly recommend hotel traveler wanting little special it__Ç_é_ just little special,  ",5
6822,"good times sunscape, stayed sunscape march 22 2003 29th, group 3 families 13 people great time, beach beautiful pool wonderful, food good, beach party cook best, plenty ages, rooms wait lines, staff great manager rod takes care details,  ",5
18131,"good hotel great location hard bed nice rooms hotel recently remodeled modern updated decor taxi drivers called singapore hotel changed hands recently.booked orbitz 120 night, good location easy walk nightlife shopping times square, 11 bus went stright airport door, offered upgrade business class room 50 usd nights, room large flat screen tv room immaculate good internet access shower service, offered daily laundry service, did not use restaurant looked good believe actually door advertised buffet, not resort hotel great business class hotel great location good customer service good rates rock hard bed consider staying, security lobby attentive desk helpful perfect english skills.when wanchai recommend hotel,  ",4
9619,"great stay nadia reviewer geordie northumberland ukdate 8 july 2008having stayed hotel nadia 4 years recently end june strongly recommend visit amsterdam quite regularly 30 years no longer consider staying biggest selling point hotel actually manager staff extremely friendly courteous helpful really make feel home stay.i use hotel website make reservation stress free experience e mail enquiries reservations answered quickly effectively.anyone preferring delux room great canal views balcony room book early usually snapped advance.hotel nadia excellent location walking distance popular visitor sights attractions, jordaan district favourite area city minutes walk away.it great value money hotel high rating, wish just arrive having just returned great weekend stay,  ",5
20304,"westin market st. hotel stay- december 7-9 20072 couples 2 rooms 1 toddlerwe fantastic experience westin market street san francisco, 1. excellent service- arrived early 9:30am airport just wanted check bags checked room available let check, family arriving later day checked requesting crib, no problems crib exactly needed, no moving sides baby not sit stand hard, requested fridge baby milk cold arrived timely manner, 2. location hotel located just market st. 3rd, block half montgomery bart station directly line trolly cars 30 bus took town, quick 10-15 minute walk union square restaurants close vicinity, 3. comfortthe legendary beds westin great, super comfy pollows beds, bathroom tiny clean maid staff super friendly, pod coffee tea machine free room asked maids tea coffee gave tons, husband liked shampoo issue hotel mini fridge, normal stocked fridge weight sensitive billing process, arrived item missing rooms, called immediately did ready checkout, called desk took care problem right away no fuss.overall excellent experience definitely try stay hotel, got amazing deal hotwire, highly recommended,  ",5
3361,"rooms nice noise control went san juan march 04 stayed extended weekend, staff friendly rooms pretty nice, room overlooked garden area peacocks kept night, believe white male culprit.they noise times just unbelieveable, doing construction hotel usually night peacocks early morning construction workers, not sure finished renovations beware ate breakfast resturant near pool opinion expensive bugs flying pastries, soon discovered little resturant right street hotel ate breakfast cost breakfast hotel, disappointed beaches lack sure just mother nature nothing hotel,  ",2
1534,"book.. wife visited san francisco time end anniversary trip california, mark hopkins icing cake, room luxurious views golden gate bridge alcatraz grace catheral not beat staff extremely nice bellmen not helpful, n't miss fantastic breakfast buffet mark, not expensive sf prices view service variety servings not beat, hotel central location downside having drive thise hills immediately turned rental car couple blocks away arriving hotel not need drive sf great public transportation, booked room tripadvisor reading great copmments hotel, not 15th floor room hotel placed tasty complimentary chocolates fruits room night hotel, saw previous poster complained staff staff not nicer accomodating dressed jeans,  ",5
18011,"different, property suited family, family 2 adults 2 teenagers having travelling month felt need time apart, unusual arrangement casa camper room separate living room hallway provided exactly needed, room tv desk couch hammock useful, bedrooms comfortable quirky, no enclosed wardrobe just open shelves line shaker style pegs length bedroom hang things tv hotel information hang pegs, bathroom not enclosed looks wall stacked aspidistra pots, stylishly executed practical, living rooms face street bedrooms overlook small courtyard quiet.what really sold 2 teenagers hotel excellent lounge/breakfast/snack room ground floor, not buffet breakfast complimentary drinks snacks available no charge day, loved able help felt like, food good.the staff welcoming friendly useful recommendations eat, hotel small quite intimate feel, located just la rambla raval area, museum contemporary art just corner,  ",5
17475,"exceptional value money thoroughly recommend hotel, mentioned rooms large double bed settee bed quite comfortable, just add restaurant bar opposite worth visit good selection beers reasonable food menu day, breakfast availing free coffee croisants hotel hotel great location walking distance sights, train station 100 yards.however suggest leave little bit earlier train tickets ticket machine platform people occassion stood waiting missed trains,  ",5
15063,"kids friendly stayed novotel benoa bali resort 3rd-7th feb. family 2 kids 6y+6m satisfied stay beach cabana room baby bed plus bed sofa king size bed, worth mention kid s friendly pool area good breakfeast offer equipped gym overall compact layout resort embedded tropical garden finally fantastic service mindset staff, negative point beach area benoa harbour means probably hear jetski s paraglider boat s day long positive open water fun corner facit kids friendly good value money,  ",4
4705,"no westin heavenly beds stayed westin grand berlin july 2007. spite fact reservation starwood hotels website said rooms westin renowned heavenly beds suites actually beds, beds subjected firm point like sleeping sidewalk, not told advance wonderful stay heavenly beds not unpleasantly surprised.the beds fitness center definitely not like usual westin stay, pool lovely work-out room small dimly-lit hot, treadmills broken lifecycle bike computerized weight machines, ratty old floor mat, germany english translations not machines, highest breakfast prices seen nice in-room beverage stations/coffee makers like usually finds westins, fantastic deli street purchased breakfast half price single continental breakfast hotel.the hotel positives concierge service location, room price actually pretty reasonable,  ",2
2142,"great clean hotel money just limited tv selection stayed number times la quite business 6 7 times year, beds extremely comfortable rooms clean value excellent, complaint lack available television channels stay weeks time not party people television selection limited no espn fox news, no mentioned assuming not important, visit having poor cell phone reception not problem, not bug problems no n't omni nor hilton great clean hotel money, staff helpful,  ",5
14325,"suite not good not clean expected money staying barcelona expensive nights, decided impossible decency fair price sister-in-law wife year-and-a-half son not stay banys orientals suites according tripadvisor tourist opinions banys internet site suitable couple extra guest baby overlooking cost nearly 180+ euros night no breakfast included, given suite 42 old building near maria del mar church minutes walk hotel born district, free sparkling water fridge apples welcome present table main room bathroom nice modern not small say, baby cot free charge, morning walked hotel emails floor pcs internet connection no problem whatsoever.on hand suite not quiet located disappointing view neighbor linen paper walls typical barcelona unacceptable chair wanted sit, suites building did not reception entrance dark women bit nervous time got night especially witnessed pickpocketing incident inside nearby church actually dismay aroused soon sister-in-law room actually small sitting-room bed sofa time bathroom enter room, suite words not really person feels like nuisance guest.however things got worse end sheets not changed floor not sweeped 3 days notwithstanding repeated remindings reception baby naturally spent time floor tend believe matter maid not doing job right rest clearly faults management, free water nice not essential 40 cents supermarkets convenience person supervision actual cleanness suites.banys easily improve advertised, read 40 mediterranean staying spots, no way easily 40 staying spots country greece mind italy france example far lusher far cheaper banys, not located tourist centre barcelona way stunning city, opininion barcelona hotels stayed past difficult compete really,  ",2
15012,"unforgettable honeymoon husband stayed intercontinental jimbaran bay year ago 10 nights honeymoon nothing fantastic memories place, smells frangipani flowers resort smiling helpful staff wonderful cocktails club lounge__Ç br/ club room loved club facilities large comfortable room daily fruit platter chocolate balinese tale left pillows night kind butler ensuring needed gorgeous swimming pool club lounge spent evenings, cocktails wonderful food beware weight, computers available check emails well-stocked dvd library fancy watching movie room.the rest resort equally amazing massage spa lovely beach great not crowded, sea bit choppy just rent boogy board beach club enjoy waves lot bali not hesitate hire driver day just ask staff cheap efficient way tour island.bali beautiful can__Ç_é_ wrong intercontinental,  ",5
5123,"love, great location great service, wife stayed hotel duret january 2007. trip paris friends recommended hotel location.we usually prefer marriott hilton travel little bit reluctant pick hotel did not know, stay hotel duret say best decision made.the hotel great rooms nicely decorated bathroom really big.the staff hotel extremely friendly helpful, provides lot information places visit restaurants.breakfast hotel great higly recommend try,  ",5
3117,"perfect getaway caribe husband couple just returned day stay melia caribe punta cana, jan 12-16. read mixed reviews hotel trip advisor decided listen positive reviews.when arrived hotelthe staff friendly ready assist, greeted desk waitress giving welcome cocktail.the map resort gave german-we got good laugh decided fun not waste time trying, staff bartenders housekeeping maintenance men did not speak english, employyes desk tour desk fluent english willing help, day stay realized room not locking, called desk fixed hour, room beautiful, everday housekeeping clean fresh flowers grounds bathroom, grounds lush kept clean, flamingos peacocks exotic birds walking garden, peacock right terrace, resort big trolly parts resort, run 15 minutes, did walk n't bad, staff sees walking stop pick golfcart drop need, careful arms legs trolly trolly did collide troll going way, road just wide trains fit, train situation did n't upset long nobody hurt coco locos amused, trains fast hours 6:30-11:00 p.m. lot people going dinner reservations, sure make reservations day la carte restaraunts require reservations book fast, food buffet o.k.-not bad just different, wide variety la carte restaraunts, chinese japanese italian steakhouse seafood mexican, japanese restaraunt popular booked fastest, pool clean kept beach clean not crowded, grass hut catch shade avaliable chair catch sun, everynight music entertainment-it fun watch entertaining, casino pretty big-although did not win did people winning slots, pretty rained night wich worked, careful-the cobblestone walk way gets slippery wet.in conclusion seeking sun relaxation good service immpecable grounds place, afterall vacation-save complaining home, good luck enjoy,  ",4
4594,"fantastic no better hotel barcelona wife just returned wonderful weekend barcelona thanks mainly staff hospitality hotel majestic.the hotel decorated elegantly high standard aspects facilities room public areas excellent.the reception staff welcoming helpful check-in check-out porter greeted cheerfully occasion foyer.to conclude hotel majestic located perfect location barcelona l'eixample stay memorable friendly professional helpful attitude approach staff hotel majestic.our regret stay short.in brief bravissimo,  ",5
10249,"5 stars sofitel pleasure stay sofitel past weekend town visiting friends touring sights, amazed friendliness staff beautiful guestrooms excellent location, not asked better hotel, excellent dinner restaurant room service delicious speedy, certainly return sofitel time dc,  ",5
12155,"good central location stayed 3 nights, booked bit concerned kept reading reviews really noisy, checked 1st floor hotel n't change, got say outside noise really n't bad, choose central location busy city expect traffic noise bedroom suite really n't problem, near housekeeping staff meet mornings noise bad, suite doors bang really loudly just ca n't close quietly, doors started banging 6am really disturbed, apart suite great, clean modern lovely kitchen area dishwasher, bathroom bit small,  ",4
7747,"great hotel good clean hotel.. stayed overnight cruise miami port, rooms clean comfortable, entire hotel clean, iis located close cvs nd walgreens supermarket need pick miniute items..they breakfast best hotel breakfast, hotel staff great, especially harold went service.the minus think little overpriced area guests just 1 night stopover cruising shuttle airport arrange transportation port 10.00 person bonus,  ",4
17991,"awesome just returned stayed hotel weeks enjoyed everyday location great neutral waikiki desk helpfull cheerfull accomadating friends came join putting floor definetly stay,  ",4
13019,"great time just came spending 19th 26th dec/06, beach drinks 5 plus food good just lacking flare needed make true 5 star, met new friends great vacation, warning bring chain lock want chair not stolen beach not people vacation really cared, casino fun watch girl making change later helping self, way weather rain week came just lots sun not believe read just great time,  ",4
22,"good value downtown hotel monaco seattle great option pricey area town, rooms w street going close 400 night, hotel monaco unique interesting cozy, bed/linens quality aveda products bathroom nice touch.you close downtown quick cab ride away nightlife restaurants loved lola, experience quirky luxurious fun.i definitely stay,  ",4
8068,"grant great place just fine, advertised promised clean large bathroom large room closet room safe fridge easy check maid service linens desk alarm clock good location near union square moscone centre phone soaps free wifi lobby occassionally pick room second floor helpful staff, breakfast ai n't, got best deal sf, better hostel grant great budget hotel, certainly, try vegetarian lasagna uncle vito restaurant street,  ",5
13443,"good experience great hotel want close leidseplein holland casino, bathroom bit small room spacious twin room really clean, beds comfortable, check-in especially desk staff helpful, n't know breakfast meals leidseplein, hotel world cousine eyes, really great rate netherlands based website doubled worth nh experience, recommended hotel,  ",5
10624,"great location wife stayed hotel loved it.really think time spend hotel room whenyou florence.the location excellent balcony eat lunch going market wonderful breakfast hotel great staff helpful.it isnt ritz doesnt cost much.go enjoy explore,  ",4
15180,"n't understand buzz did n't think new otani great, plenty hotels tokyo expensive centrally located area better amenities.i stayed tower did n't think great, room ok did n't think overall facilities bar tower bar downstairs great, use workout facility pay 50 usd just day, similary expensive, hotel somewhat convenient located train station fun imperial palace subway book does n't make location convenient.i specifically picked place popularity index 3 hotels tokyo really disappointed, hotels ranked higher,  ",3
15948,"nothing special good location best thing hotel location, right near orchard road plentiful shopping near mrt station right bus stop.having said hotel nothing special, rooms small no view free wifi mini bar soft drinks tiger beer, breakfast costly selection quite good, macdonalds right outside worth nipping coffee breakfast muffin need prices hotels singapore getting hand did represent value money sooner pay little bit bit luxury nicer view,  ",3
17878,"not great expected ok husband stayed chedi hotel chingmai good impression hotel chain decided stay chedi club trip bali, chedi club located near mountain bali island preferred later quite far seminyak area best shopping area bali opinion, hotel room overall ok butler doesnt speak good english, did not push activities chedi club like review instead quite difficult communicate, services ok shuttle car drivers nice check ahead time make sure cars available, birds loud morning cant sleep, hear people walking singing outside villa not ideal, bed comfortable husband no problem getting internet access, cmplimentary breakfast good, bali commercial tourist spot overall meals ate outside hotel price new york london, did enjoy john hardy jewelry workshop nice price amazing pieces, liked restaurant mosaic located ubud, definitely try tasting menu,  ",4
3950,"great value just returned family vacation/birthday celebration pr, stayed embassy suites 3 nights thanksgiving holiday, previous posts accurately described stay, rooms clean staff friendly helpful ian great, requested room view given suite 8th floor overlooking pool body water n't ocean, mountains distance, nice, prefer beach hotels oceanview rooms balconies embassy suites does n't delivered tropical feel.the location good did n't mind airport, n't hear planes inside hotel outside pool, urban dwellers wo n't miss beat, rented car location great highway main isla verda drag.foodies not impressed breakfast buffet manager nightly reception, definitely quantity quality, buffet reminiscent college cafeteria food, vegans skip buffet unless bring rice/soy milk cereal, ask basic mixed drinks fare ie. rum coke, strategic lines long cancels free time/energy worth especially vacation, run el san juan great mixed/frozed drinks atmosphere.definitely great group/family hotel accomodate various budgets,  ",4
13056,"nice hotel true traveler know stay cheap europe place, reasonable nice.the rooms bigger expect europe clean actually someplace store suitcases lots closet space, baths large clean hotel quiet city, staff excellent great help us.it minute walk sites minutes train station excellent restaurants blocks.the problem pillows, hard, like like soft pillow bring own.this average hotel nice staff, highly recommended,  ",4
